code,buy_date,buy_price,sell_price,momentum,gross_return,net_return,win,momentum_group,month
001331,2024-08-14,7.59,7.59,0.1641104294478528,0.0,-0.0015999999999999999,False,0-20%,2024-08
001331,2024-10-25,7.84,7.9,0.0681198910081744,0.00765306122448986,0.00605306122448986,True,0-20%,2024-10
001331,2024-11-28,8.58,8.56,0.09299363057324839,-0.002331002331002281,-0.0039310023310022806,False,0-20%,2024-11
001331,2024-12-03,8.58,8.55,0.21702127659574466,-0.003496503496503422,-0.005096503496503422,False,20-50%,2024-12
001331,2024-12-04,8.62,8.64,0.15086782376501984,0.002320185614849345,0.000720185614849345,True,0-20%,2024-12
002361,2024-08-30,3.08,3.09,0.0769230769230771,0.0032467532467531776,0.0016467532467531777,True,0-20%,2024-08
002361,2024-10-18,3.48,3.5,0.15231788079470188,0.005747126436781614,0.0041471264367816145,True,0-20%,2024-10
002361,2024-11-05,3.99,4.07,0.12711864406779672,0.020050125313283224,0.018450125313283224,True,0-20%,2024-11
002361,2024-11-28,4.03,4.01,0.19584569732937696,-0.004962779156327658,-0.006562779156327658,False,0-20%,2024-11
002361,2024-11-29,4.09,4.1,0.24695121951219523,0.0024449877750610726,0.0008449877750610728,True,20-50%,2024-11
002378,2024-06-26,5.84,5.81,0.09981167608286268,-0.005136986301369906,-0.006736986301369906,False,0-20%,2024-06
002378,2024-10-23,6.64,6.59,0.08852459016393444,-0.007530120481927685,-0.009130120481927684,False,0-20%,2024-10
002378,2024-10-28,6.77,6.81,0.03516819571865426,0.005908419497784348,0.004308419497784348,True,0-20%,2024-10
002378,2024-11-20,6.84,7.0,0.07378335949764514,0.0233918128654971,0.0217918128654971,True,0-20%,2024-11
603203,2024-11-14,24.05,23.83,0.16917841516772003,-0.009147609147609247,-0.010747609147609246,False,0-20%,2024-11
603256,2024-11-05,8.23,8.24,0.13360881542699743,0.0012150668286755512,-0.0003849331713244486,False,0-20%,2024-11
002163,2024-11-27,9.15,9.15,0.3697604790419162,0.0,-0.0015999999999999999,False,20-50%,2024-11
601208,2024-10-31,8.48,8.44,0.005931198102016699,-0.004716981132075581,-0.006316981132075581,False,0-20%,2024-10
601208,2024-11-05,8.51,8.51,0.014302741358760418,0.0,-0.0015999999999999999,False,0-20%,2024-11
601208,2024-11-20,8.44,8.44,0.09895833333333326,0.0,-0.0015999999999999999,False,0-20%,2024-11
601208,2024-12-02,8.26,8.3,0.10575635876840694,0.00484261501210665,0.00324261501210665,True,0-20%,2024-12
601208,2024-12-12,8.38,8.33,0.10554089709762549,-0.005966587112171922,-0.0075665871121719215,False,0-20%,2024-12
002796,2024-10-24,10.94,11.0,0.2647398843930635,0.0054844606946984,0.0038844606946984005,True,20-50%,2024-10
002796,2024-11-05,10.79,10.77,0.1805251641137855,-0.0018535681186283202,-0.00345356811862832,False,0-20%,2024-11
000859,2024-11-05,5.56,5.63,0.3934837092731829,0.012589928057554009,0.01098992805755401,True,20-50%,2024-11
002201,2024-08-07,4.53,4.52,0.004434589800443645,-0.0022075055187639457,-0.0038075055187639455,False,0-20%,2024-08
002201,2024-12-06,6.01,6.01,0.045217391304347876,0.0,-0.0015999999999999999,False,0-20%,2024-12
002201,2024-12-09,6.05,6.21,0.07651245551601416,0.02644628099173556,0.02484628099173556,True,0-20%,2024-12
600783,2024-10-21,12.77,12.77,0.19457436856875576,0.0,-0.0015999999999999999,False,0-20%,2024-10
600783,2024-10-23,12.92,12.87,0.23518164435946454,-0.003869969040247733,-0.005469969040247733,False,20-50%,2024-10
600783,2024-10-24,13.07,13.68,0.24239543726235757,0.046671767406273865,0.04507176740627387,True,20-50%,2024-10
600783,2024-12-12,14.23,14.12,0.4947478991596639,-0.007730147575544709,-0.00933014757554471,False,20-50%,2024-12
603929,2024-03-21,17.87,18.0,0.38527131782945734,0.007274762171236654,0.005674762171236654,True,20-50%,2024-03
603929,2024-03-29,17.22,17.39,0.33281733746130016,0.009872241579558752,0.008272241579558751,True,20-50%,2024-03
603929,2024-06-11,23.15,23.28,0.12542537676227505,0.005615550755939636,0.004015550755939636,True,0-20%,2024-06
603929,2024-07-29,21.16,21.09,0.15881708652792992,-0.003308128544423454,-0.004908128544423454,False,0-20%,2024-07
603929,2024-08-26,19.57,19.48,0.1683582089552238,-0.004598875830352573,-0.006198875830352573,False,0-20%,2024-08
603929,2024-09-10,18.7,18.59,0.04703247480403139,-0.00588235294117644,-0.00748235294117644,False,0-20%,2024-09
603929,2024-11-05,26.04,26.18,0.04873137333870314,0.0053763440860215275,0.0037763440860215276,True,0-20%,2024-11
603929,2024-12-02,24.87,24.85,0.11126005361930313,-0.0008041817450743697,-0.0024041817450743694,False,0-20%,2024-12
603929,2024-12-06,24.58,24.66,0.014026402640264113,0.003254678600488277,0.0016546786004882773,True,0-20%,2024-12
603929,2024-12-12,25.16,25.05,0.07659392383397523,-0.004372019077901408,-0.005972019077901408,False,0-20%,2024-12
603696,2024-01-10,10.21,10.22,0.07023060796645719,0.00097943192948088,-0.0006205680705191198,False,0-20%,2024-01
002842,2024-10-31,6.36,6.32,0.01273885350318471,-0.0062893081761006345,-0.007889308176100635,False,0-20%,2024-10
002842,2024-12-06,7.4,7.35,0.3627992633517496,-0.0067567567567568525,-0.008356756756756852,False,20-50%,2024-12
002631,2024-10-18,4.62,4.64,0.03587443946188351,0.004329004329004236,0.0027290043290042363,True,0-20%,2024-10
002631,2024-12-03,5.2,5.4,0.3793103448275863,0.03846153846153849,0.036861538461538494,True,20-50%,2024-12
000551,2024-07-26,7.44,7.41,0.0219780219780219,-0.004032258064516162,-0.005632258064516162,False,0-20%,2024-07
000551,2024-08-14,7.94,7.89,0.26433121019108285,-0.006297229219143666,-0.007897229219143667,False,20-50%,2024-08
000551,2024-08-30,7.53,7.5,0.0,-0.003984063745019953,-0.005584063745019953,False,负,2024-08
000551,2024-11-20,10.28,10.28,0.2898368883312421,0.0,-0.0015999999999999999,False,20-50%,2024-11
000551,2024-12-06,10.73,10.68,0.42307692307692313,-0.004659832246039209,-0.006259832246039209,False,20-50%,2024-12
000551,2024-12-12,10.77,10.71,0.4133858267716535,-0.005571030640668405,-0.007171030640668405,False,20-50%,2024-12
600712,2024-01-09,5.11,5.15,0.33769633507853425,0.007827788649706464,0.006227788649706465,True,20-50%,2024-01
002228,2024-01-04,3.23,3.23,0.10616438356164393,0.0,-0.0015999999999999999,False,0-20%,2024-01
002228,2024-11-05,2.78,2.78,0.09448818897637778,0.0,-0.0015999999999999999,False,0-20%,2024-11
002228,2024-11-06,2.83,2.82,0.1098039215686275,-0.003533568904593721,-0.005133568904593721,False,0-20%,2024-11
002228,2024-11-20,2.84,2.84,0.12698412698412698,0.0,-0.0015999999999999999,False,0-20%,2024-11
002228,2024-11-21,2.85,2.85,0.1354581673306774,0.0,-0.0015999999999999999,False,0-20%,2024-11
002228,2024-11-28,2.9,2.89,0.18852459016393452,-0.003448275862068892,-0.005048275862068892,False,0-20%,2024-11
002228,2024-11-29,2.93,2.93,0.2259414225941423,0.0,-0.0015999999999999999,False,20-50%,2024-11
002909,2024-12-02,5.52,5.56,0.26027397260273966,0.00724637681159421,0.00564637681159421,True,20-50%,2024-12
002909,2024-12-06,5.53,5.58,0.26544622425629294,0.0090415913200723,0.0074415913200723,True,20-50%,2024-12
601133,2024-11-05,11.11,11.17,0.048113207547169745,0.005400540054005446,0.0038005400540054458,True,0-20%,2024-11
601133,2024-11-20,11.3,11.29,0.09390125847047437,-0.0008849557522125277,-0.0024849557522125276,False,0-20%,2024-11
601133,2024-12-12,12.26,12.24,0.11050724637681175,-0.0016313213703099162,-0.003231321370309916,False,0-20%,2024-12
301217,2024-08-14,9.5,9.46,0.021505376344086002,-0.004210526315789384,-0.005810526315789384,False,0-20%,2024-08
301217,2024-08-15,9.6,9.62,0.02893890675241151,0.002083333333333289,0.0004833333333332892,True,0-20%,2024-08
301217,2024-11-20,11.47,11.46,0.05422794117647056,-0.0008718395815169823,-0.002471839581516982,False,0-20%,2024-11
301217,2024-12-06,11.16,11.16,0.07722007722007729,0.0,-0.0015999999999999999,False,0-20%,2024-12
603698,2024-08-15,12.57,12.66,0.058080808080807955,0.0071599045346061934,0.005559904534606194,True,0-20%,2024-08
603698,2024-11-05,15.34,15.47,0.17188693659281884,0.008474576271186491,0.006874576271186491,True,0-20%,2024-11
603698,2024-11-06,15.49,15.42,0.19613899613899632,-0.004519044544867675,-0.006119044544867675,False,0-20%,2024-11
600578,2024-03-06,2.89,2.9,0.01760563380281699,0.0034602076124566734,0.0018602076124566735,True,0-20%,2024-03
600578,2024-03-14,2.96,2.95,0.003389830508474523,-0.0033783783783783066,-0.0049783783783783064,False,0-20%,2024-03
600578,2024-04-11,3.34,3.34,0.2324723247232472,0.0,-0.0015999999999999999,False,20-50%,2024-04
600578,2024-04-25,3.23,3.24,0.1875,0.0030959752321982137,0.0014959752321982139,True,0-20%,2024-04
600578,2024-05-10,3.25,3.28,0.19926199261992616,0.009230769230769171,0.007630769230769171,True,0-20%,2024-05
600578,2024-05-20,3.22,3.22,0.16245487364620947,0.0,-0.0015999999999999999,False,0-20%,2024-05
600578,2024-05-29,3.27,3.27,0.18050541516245477,0.0,-0.0015999999999999999,False,0-20%,2024-05
600578,2024-06-26,2.96,2.95,0.09225092250922518,-0.0033783783783783066,-0.0049783783783783064,False,0-20%,2024-06
600578,2024-07-25,3.13,3.13,0.22745098039215694,0.0,-0.0015999999999999999,False,20-50%,2024-07
600578,2024-07-26,3.15,3.17,0.2022900763358777,0.006349206349206355,0.004749206349206355,True,20-50%,2024-07
600578,2024-08-07,3.15,3.14,0.2701612903225805,-0.003174603174603107,-0.004774603174603107,False,20-50%,2024-08
600578,2024-08-14,3.18,3.18,0.13978494623655924,0.0,-0.0015999999999999999,False,0-20%,2024-08
600578,2024-12-03,3.57,3.55,0.12974683544303778,-0.005602240896358549,-0.0072022408963585485,False,0-20%,2024-12
600578,2024-12-12,3.63,3.63,0.2222222222222221,0.0,-0.0015999999999999999,False,20-50%,2024-12
002788,2024-08-02,7.18,7.19,0.05899705014749257,0.001392757660167225,-0.00020724233983277483,False,0-20%,2024-08
002788,2024-08-30,7.11,7.13,0.00708215297450443,0.002812939521800221,0.0012129395218002212,True,0-20%,2024-08
002788,2024-10-28,8.32,8.37,0.05316455696202538,0.006009615384615257,0.004409615384615257,True,0-20%,2024-10
002788,2024-11-20,8.45,8.45,0.03936039360393595,0.0,-0.0015999999999999999,False,0-20%,2024-11
002788,2024-11-28,8.47,8.45,0.07760814249363879,-0.002361275088547975,-0.003961275088547975,False,0-20%,2024-11
002788,2024-11-29,8.51,8.5,0.0868454661558109,-0.0011750881316098458,-0.0027750881316098456,False,0-20%,2024-11
002788,2024-12-02,8.63,8.62,0.14304635761589424,-0.0011587485515644916,-0.0027587485515644912,False,0-20%,2024-12
002788,2024-12-06,8.53,8.53,0.13280212483399723,0.0,-0.0015999999999999999,False,0-20%,2024-12
002788,2024-12-09,8.6,8.74,0.17006802721088432,0.016279069767441926,0.014679069767441925,True,0-20%,2024-12
300726,2024-08-07,22.22,22.11,0.25821064552661377,-0.004950495049504925,-0.006550495049504925,False,20-50%,2024-08
300726,2024-11-20,31.71,31.55,0.42645074224021595,-0.00504572690003154,-0.00664572690003154,False,20-50%,2024-11
300726,2024-12-06,32.24,32.25,0.2583918813427011,0.0003101736972704097,-0.00128982630272959,False,20-50%,2024-12
300726,2024-12-19,31.32,31.3,0.4978479196556671,-0.0006385696040868318,-0.002238569604086832,False,20-50%,2024-12
688480,2024-03-01,34.67,34.67,0.23688904744916162,0.0,-0.0015999999999999999,False,20-50%,2024-03
688480,2024-04-09,32.28,32.15,0.03262955854126681,-0.00402726146220578,-0.0056272614622057794,False,0-20%,2024-04
688480,2024-12-12,29.55,29.65,0.06755780346820806,0.003384094754653058,0.0017840947546530583,True,0-20%,2024-12
002718,2024-12-09,14.21,14.56,0.3120960295475532,0.024630541871921156,0.023030541871921155,True,20-50%,2024-12
301017,2024-11-20,14.42,14.29,0.003479471120389821,-0.009015256588072177,-0.010615256588072178,False,0-20%,2024-11
301017,2024-12-06,14.08,14.14,0.2117039586919105,0.004261363636363672,0.0026613636363636718,True,20-50%,2024-12
301017,2024-12-09,14.29,14.65,0.2579225352112675,0.02519244226731989,0.02359244226731989,True,20-50%,2024-12
301377,2024-12-06,20.47,20.47,0.33790849673202605,0.0,-0.0015999999999999999,False,20-50%,2024-12
301377,2024-12-13,20.59,20.62,0.2005830903790089,0.0014570179698883505,-0.00014298203011164933,False,20-50%,2024-12
301377,2024-12-19,20.05,20.05,0.2844330557335042,0.0,-0.0015999999999999999,False,20-50%,2024-12
301205,2024-12-12,73.5,73.04,0.012257264839553805,-0.006258503401360459,-0.007858503401360458,False,0-20%,2024-12
300626,2024-10-21,9.97,10.0,0.6371100164203614,0.003009027081243667,0.001409027081243667,True,50-100%,2024-10
300626,2024-10-31,10.11,10.06,0.29781771501925536,-0.004945598417408401,-0.006545598417408401,False,20-50%,2024-10
300626,2024-11-05,10.04,10.04,0.2757306226175349,0.0,-0.0015999999999999999,False,20-50%,2024-11
300626,2024-11-20,10.15,10.12,0.27994955863808335,-0.002955665024630654,-0.004555665024630654,False,20-50%,2024-11
300626,2024-11-28,9.94,9.94,0.34324324324324307,0.0,-0.0015999999999999999,False,20-50%,2024-11
603324,2024-09-10,23.23,22.88,0.053514739229024944,-0.01506672406371078,-0.01666672406371078,False,0-20%,2024-09
603324,2024-10-25,25.33,25.28,0.17214252660805185,-0.001973943939991992,-0.003573943939991992,False,0-20%,2024-10
603324,2024-10-28,25.67,25.48,0.18732654949121197,-0.007401636151149251,-0.00900163615114925,False,0-20%,2024-10
603324,2024-12-02,29.1,29.11,0.466733870967742,0.0003436426116837804,-0.0012563573883162195,False,20-50%,2024-12
688379,2024-11-05,22.58,22.56,0.43092522179974657,-0.0008857395925597686,-0.0024857395925597684,False,20-50%,2024-11
688379,2024-11-20,22.61,22.59,0.5318428184281843,-0.0008845643520565933,-0.002484564352056593,False,50-100%,2024-11
688379,2024-12-02,23.42,23.57,0.766214177978884,0.006404782237403867,0.004804782237403867,True,50-100%,2024-12
300179,2024-10-24,7.9,7.9,0.1861861861861862,0.0,-0.0015999999999999999,False,0-20%,2024-10
300179,2024-11-05,8.27,8.31,0.0643500643500643,0.004836759371221393,0.0032367593712213935,True,0-20%,2024-11
300179,2024-11-20,8.13,8.18,0.08400000000000007,0.006150061500614874,0.004550061500614874,True,0-20%,2024-11
300438,2024-12-02,32.9,32.73,0.47732375392905246,-0.005167173252279687,-0.006767173252279687,False,20-50%,2024-12
300438,2024-12-06,32.45,32.56,0.5504061156235072,0.0033898305084745584,0.0017898305084745585,True,50-100%,2024-12
920509,2024-04-29,6.73,6.72,0.08723747980613883,-0.001485884101040219,-0.003085884101040219,False,0-20%,2024-04
920509,2024-08-01,7.45,7.35,0.020547945205479534,-0.01342281879194638,-0.01502281879194638,False,0-20%,2024-08
300816,2024-06-18,24.15,24.16,0.0037406483790523026,0.00041407867494830494,-0.001185921325051695,False,0-20%,2024-06
300816,2024-06-19,24.36,24.24,0.012048192771084265,-0.004926108374384277,-0.006526108374384277,False,0-20%,2024-06
300816,2024-06-26,23.84,24.43,0.0012599748005039935,0.024748322147651002,0.023148322147651,True,0-20%,2024-06
300816,2024-08-14,18.31,18.24,0.1288532675709002,-0.003823047515019131,-0.005423047515019131,False,0-20%,2024-08
300816,2024-11-05,23.52,23.62,0.02617801047120416,0.004251700680272169,0.002651700680272169,True,0-20%,2024-11
688720,2024-11-20,49.71,49.25,0.4624889673433361,-0.00925367129350233,-0.010853671293502329,False,20-50%,2024-11
920223,2024-03-28,3.66,3.62,0.3605947955390336,-0.010928961748633888,-0.01252896174863389,False,20-50%,2024-03
920223,2024-05-22,2.98,2.99,0.06049822064056931,0.0033557046979866547,0.0017557046979866549,True,0-20%,2024-05
920223,2024-08-29,3.8,3.74,0.027027027027026973,-0.015789473684210423,-0.017389473684210423,False,0-20%,2024-08
601137,2024-02-23,13.31,13.4,0.029389017788089777,0.006761833208114189,0.005161833208114189,True,0-20%,2024-02
601137,2024-02-26,13.43,13.43,0.06587301587301586,0.0,-0.0015999999999999999,False,0-20%,2024-02
601137,2024-03-01,13.94,14.25,0.05446293494704979,0.022238163558106205,0.020638163558106205,True,0-20%,2024-03
601137,2024-04-12,16.21,16.14,0.14315937940761647,-0.004318322023442337,-0.005918322023442337,False,0-20%,2024-04
601137,2024-04-24,16.51,16.73,0.2077542062911486,0.013325257419745539,0.01172525741974554,True,20-50%,2024-04
601137,2024-06-03,16.45,16.42,0.09012591119946989,-0.0018237082066867834,-0.0034237082066867833,False,0-20%,2024-06
601137,2024-06-12,16.26,16.21,0.15565031982942434,-0.0030750307503075464,-0.004675030750307546,False,0-20%,2024-06
601137,2024-11-05,19.04,19.05,0.10504933255948923,0.0005252100840336956,-0.0010747899159663041,False,0-20%,2024-11
301088,2024-10-17,12.24,12.14,0.22891566265060237,-0.008169934640522847,-0.009769934640522848,False,20-50%,2024-10
301088,2024-10-18,12.28,12.34,0.25178389398572865,0.00488599348534206,0.00328599348534206,True,20-50%,2024-10
301088,2024-10-21,12.39,12.32,0.28393782383419697,-0.005649717514124316,-0.007249717514124316,False,20-50%,2024-10
301088,2024-10-22,12.58,12.58,0.2995867768595042,0.0,-0.0015999999999999999,False,20-50%,2024-10
301088,2024-10-23,12.65,12.74,0.2881873727087576,0.007114624505928842,0.005514624505928842,True,20-50%,2024-10
301088,2024-11-05,12.64,12.67,0.11169744942832027,0.0023734177215189367,0.0007734177215189368,True,0-20%,2024-11
301088,2024-11-06,12.74,12.67,0.13547237076648844,-0.005494505494505517,-0.0070945054945055165,False,0-20%,2024-11
301088,2024-11-20,13.01,12.99,0.16057091882247976,-0.001537279016141397,-0.003137279016141397,False,0-20%,2024-11
301088,2024-11-26,13.07,12.91,0.18173598553345394,-0.01224177505738333,-0.013841775057383331,False,0-20%,2024-11
301018,2024-08-01,20.29,20.09,0.043187660668380534,-0.009857072449482468,-0.011457072449482467,False,0-20%,2024-08
301018,2024-08-07,19.05,19.02,0.2549407114624507,-0.0015748031496063588,-0.003174803149606359,False,20-50%,2024-08
603421,2024-11-28,6.22,6.22,0.20309477756286265,0.0,-0.0015999999999999999,False,20-50%,2024-11
603421,2024-11-29,6.28,6.29,0.28688524590163933,0.0015923566878980552,-7.643312101944652e-06,False,20-50%,2024-11
301399,2024-08-19,14.81,14.9,0.07474600870827297,0.006076975016880476,0.004476975016880476,True,0-20%,2024-08
301399,2024-10-28,15.05,15.06,0.06737588652482285,0.0006644518272425108,-0.0009355481727574891,False,0-20%,2024-10
002810,2024-01-09,20.05,19.88,0.09503003823047518,-0.008478802992518788,-0.010078802992518787,False,0-20%,2024-01
002837,2024-04-15,16.95,16.63,0.11733684904416597,-0.018879056047197657,-0.020479056047197658,False,0-20%,2024-04
002837,2024-05-17,18.8,18.88,0.20590121872995515,0.004255319148936079,0.0026553191489360794,True,20-50%,2024-05
002837,2024-06-04,18.66,18.65,0.17506297229219148,-0.0005359056806002982,-0.002135905680600298,False,0-20%,2024-06
002837,2024-08-12,16.55,16.75,0.30933544303797467,0.012084592145015062,0.010484592145015063,True,20-50%,2024-08
002837,2024-08-23,15.98,15.98,0.06320691949434476,0.0,-0.0015999999999999999,False,0-20%,2024-08
002837,2024-12-12,26.49,26.08,0.4798882681564247,-0.015477538693846741,-0.01707753869384674,False,20-50%,2024-12
301086,2024-08-07,37.54,37.25,0.6056458511548333,-0.007725093233883835,-0.009325093233883835,False,50-100%,2024-08
301086,2024-10-31,51.6,51.4,0.5862280971411005,-0.003875968992248117,-0.0054759689922481165,False,50-100%,2024-10
301086,2024-11-05,49.96,49.9,0.5227064919231941,-0.0012009607686149374,-0.0028009607686149372,False,50-100%,2024-11
301086,2024-11-20,50.13,50.49,0.18482628220278885,0.007181328545780958,0.005581328545780958,True,0-20%,2024-11
301086,2024-12-12,50.83,50.49,0.2960224375318714,-0.006688963210702269,-0.008288963210702268,False,20-50%,2024-12
600547,2024-04-19,30.89,30.46,0.2743399339933994,-0.013920362576885715,-0.015520362576885716,False,20-50%,2024-04
600547,2024-05-07,28.91,28.78,0.2607937200174444,-0.004496713939813179,-0.006096713939813179,False,20-50%,2024-05
600547,2024-05-08,29.35,29.12,0.2940917107583776,-0.007836456558773438,-0.009436456558773437,False,20-50%,2024-05
600547,2024-06-19,27.64,27.71,0.28797763280521904,0.0025325615050651334,0.0009325615050651335,True,20-50%,2024-06
600547,2024-07-29,27.98,27.98,0.3955112219451371,0.0,-0.0015999999999999999,False,20-50%,2024-07
600547,2024-07-30,28.18,28.38,0.40199004975124364,0.007097232079488974,0.005497232079488974,True,20-50%,2024-07
600547,2024-09-06,25.27,24.89,0.04854771784232348,-0.015037593984962367,-0.016637593984962368,False,0-20%,2024-09
300395,2024-07-25,30.8,30.83,0.13069016152716606,0.0009740259740258955,-0.0006259740259741043,False,0-20%,2024-07
300395,2024-08-07,32.45,32.18,0.43520566121185333,-0.008320493066255874,-0.009920493066255875,False,20-50%,2024-08
000566,2024-11-20,5.36,5.32,0.5718475073313782,-0.007462686567164185,-0.009062686567164184,False,50-100%,2024-11
301021,2024-08-14,16.45,16.45,0.07727570399476091,0.0,-0.0015999999999999999,False,0-20%,2024-08
301021,2024-08-15,16.58,16.59,0.08013029315960907,0.0006031363088058845,-0.0009968636911941154,False,0-20%,2024-08
301021,2024-08-16,16.67,16.43,0.021446078431372584,-0.014397120575884942,-0.01599712057588494,False,0-20%,2024-08
301021,2024-12-02,30.94,31.4,0.9483627204030227,0.014867485455720662,0.013267485455720662,True,50-100%,2024-12
301021,2024-12-19,27.73,27.69,0.8511348464619493,-0.0014424810674359592,-0.0030424810674359593,False,50-100%,2024-12
300786,2024-11-29,15.15,15.12,0.14599092284417536,-0.0019801980198020552,-0.003580198019802055,False,0-20%,2024-11
301026,2024-09-04,17.19,17.11,0.03305288461538458,-0.004653868528214185,-0.006253868528214185,False,0-20%,2024-09
301026,2024-09-05,17.41,17.41,0.04942736588306218,0.0,-0.0015999999999999999,False,0-20%,2024-09
301026,2024-10-28,21.51,21.56,0.27278106508875766,0.002324500232449891,0.0007245002324498913,True,20-50%,2024-10
