code,buy_date,buy_price,sell_date,sell_price,gross_return,net_return,max_profit,win,month
301056,2024-07-02,7.26,2024-07-03,7.31,0.006887052341597772,0.005287052341597772,0.006887052341597772,True,2024-07
301056,2024-09-10,5.8,2024-09-11,5.88,0.013793103448275874,0.012193103448275875,0.013793103448275874,True,2024-09
301056,2024-10-22,7.82,2024-10-23,7.88,0.007672634271099694,0.006072634271099694,0.007672634271099694,True,2024-10
301056,2024-10-28,7.94,2024-10-29,7.96,0.002518891687657377,0.000918891687657377,0.01007556675062962,True,2024-10
301056,2024-11-05,7.79,2024-11-06,7.9,0.01412066752246474,0.01252066752246474,0.07573812580231075,True,2024-11
301056,2024-11-20,8.3,2024-11-21,8.26,-0.0048192771084338455,-0.006419277108433845,0.012048192771084293,False,2024-11
301056,2024-11-21,8.35,2024-11-22,8.38,0.003592814371257621,0.0019928143712576213,0.003592814371257621,True,2024-11
300765,2024-02-23,25.3,2024-02-26,26.26,0.037944664031620584,0.03634466403162059,0.05928853754940711,True,2024-02
300765,2024-03-11,28.74,2024-03-12,28.49,-0.008698677800974252,-0.010298677800974251,0.048364648573416866,False,2024-03
300765,2024-06-05,31.56,2024-06-06,31.88,0.010139416983523457,0.008539416983523458,0.010139416983523457,True,2024-06
300765,2024-06-12,30.6,2024-06-13,30.46,-0.004575163398692829,-0.006175163398692829,0.014052287581699336,False,2024-06
300765,2024-06-13,30.7,2024-06-14,30.62,-0.002605863192182355,-0.004205863192182355,0.03615635179153093,False,2024-06
300765,2024-08-16,23.46,2024-08-19,23.39,-0.0029838022165388015,-0.004583802216538801,0.015771526001704922,False,2024-08
300765,2024-09-11,22.9,2024-09-12,22.8,-0.004366812227074143,-0.005966812227074143,0.03537117903930141,False,2024-09
300765,2024-09-12,23.25,2024-09-13,23.43,0.007741935483870956,0.006141935483870956,0.007741935483870956,True,2024-09
300765,2024-11-05,26.26,2024-11-06,26.21,-0.001904036557501931,-0.0035040365575019308,0.017517136329017413,False,2024-11
300765,2024-12-06,29.78,2024-12-09,30.28,0.0167897918065816,0.015189791806581598,0.03492276695768969,True,2024-12
300990,2024-01-12,40.55,2024-01-15,40.47,-0.001972872996300821,-0.003572872996300821,0.003205918618988966,False,2024-01
300990,2024-03-18,39.96,2024-03-19,39.52,-0.011011011011010954,-0.012611011011010954,-0.003503503503503518,False,2024-03
300990,2024-03-29,36.05,2024-04-01,36.08,0.000832177531206689,-0.0007678224687933108,0.03439667128987523,False,2024-03
300990,2024-04-01,36.61,2024-04-02,36.67,0.0016388964763726379,3.889647637263802e-05,0.004097241190931401,True,2024-04
300990,2024-07-10,25.53,2024-07-11,26.18,0.025460242851547143,0.023860242851547142,0.04386995691343507,True,2024-07
300990,2024-08-01,28.72,2024-08-02,28.39,-0.011490250696378771,-0.013090250696378772,0.0027855153203343265,False,2024-08
300990,2024-08-26,24.78,2024-08-27,24.58,-0.008071025020177676,-0.009671025020177675,0.005246166263115375,False,2024-08
300990,2024-08-29,24.63,2024-08-30,24.55,-0.0032480714575719976,-0.0048480714575719975,0.05562322371092168,False,2024-08
300990,2024-10-28,36.28,2024-10-29,36.33,0.0013781697905181135,-0.00022183020948188638,0.014332965821389085,False,2024-10
300990,2024-11-20,35.17,2024-11-21,34.96,-0.005970998009667354,-0.0075709980096673535,-0.005970998009667354,False,2024-11
688125,2024-02-22,30.09,2024-02-23,30.24,0.004985044865403742,0.003385044865403742,0.020604852110335692,True,2024-02
688125,2024-03-13,30.51,2024-03-14,30.51,0.0,-0.0015999999999999999,0.007866273352998965,False,2024-03
688125,2024-04-23,26.54,2024-04-24,26.47,-0.0026375282592313596,-0.004237528259231359,0.03089675960813867,False,2024-04
688125,2024-07-26,28.71,2024-07-29,28.53,-0.006269592476489018,-0.007869592476489018,0.0372692441657959,False,2024-07
688125,2024-08-14,29.5,2024-08-15,29.26,-0.00813559322033893,-0.009735593220338928,0.02576271186440683,False,2024-08
688125,2024-11-26,40.41,2024-11-27,40.78,0.00915614946795359,0.00755614946795359,0.039099232863152825,True,2024-11
688125,2024-12-06,42.93,2024-12-09,42.71,-0.005124621476822708,-0.006724621476822708,0.008851618914512057,False,2024-12
600179,2024-01-24,2.3,2024-01-25,2.3,0.0,-0.0015999999999999999,0.03043478260869578,False,2024-01
600179,2024-03-11,2.26,2024-03-12,2.25,-0.004424778761061853,-0.006024778761061853,0.013274336283185952,False,2024-03
600179,2024-03-12,2.27,2024-03-13,2.27,0.0,-0.0015999999999999999,0.004405286343612241,False,2024-03
600179,2024-03-18,2.31,2024-03-19,2.31,0.0,-0.0015999999999999999,0.0,False,2024-03
600179,2024-03-29,2.21,2024-04-01,2.22,0.004524886877828159,0.002924886877828159,0.018099547511312233,True,2024-03
600179,2024-04-01,2.24,2024-04-02,2.24,0.0,-0.0015999999999999999,0.02232142857142849,False,2024-04
600179,2024-04-25,2.18,2024-04-26,2.17,-0.0045871559633028575,-0.006187155963302857,0.018348623853211024,False,2024-04
600179,2024-04-26,2.21,2024-04-29,2.21,0.0,-0.0015999999999999999,0.02714932126696835,False,2024-04
600179,2024-07-01,2.34,2024-07-02,2.34,0.0,-0.0015999999999999999,0.012820512820512928,False,2024-07
600179,2024-07-02,2.35,2024-07-03,2.34,-0.004255319148936268,-0.005855319148936268,0.025531914893617044,False,2024-07
600179,2024-07-03,2.36,2024-07-04,2.35,-0.00423728813559313,-0.00583728813559313,0.0,False,2024-07
600179,2024-07-19,2.22,2024-07-22,2.22,0.0,-0.0015999999999999999,0.004504504504504408,False,2024-07
600179,2024-07-29,2.19,2024-07-30,2.18,-0.004566210045662003,-0.006166210045662003,0.013698630136986415,False,2024-07
600179,2024-07-30,2.21,2024-07-31,2.22,0.004524886877828159,0.002924886877828159,0.03167420814479631,True,2024-07
600179,2024-08-30,2.17,2024-09-02,2.16,-0.004608294930875478,-0.006208294930875478,0.01843317972350232,False,2024-08
600179,2024-09-13,2.11,2024-09-18,2.1,-0.004739336492890894,-0.006339336492890894,-0.004739336492890894,False,2024-09
600179,2024-11-20,2.97,2024-11-21,2.97,0.0,-0.0015999999999999999,0.0,False,2024-11
002394,2024-04-12,7.53,2024-04-15,7.67,0.018592297476759584,0.016992297476759583,0.018592297476759584,True,2024-04
002394,2024-04-25,7.21,2024-04-26,7.17,-0.005547850208044388,-0.007147850208044388,0.005547850208044388,False,2024-04
002394,2024-06-26,6.13,2024-06-27,6.13,0.0,-0.0015999999999999999,0.008156606851549727,False,2024-06
002394,2024-07-01,6.2,2024-07-02,6.2,0.0,-0.0015999999999999999,0.011290322580645063,False,2024-07
002394,2024-07-02,6.23,2024-07-03,6.25,0.003210272873194153,0.001610272873194153,0.008025682182985525,True,2024-07
002394,2024-07-26,5.91,2024-07-29,5.93,0.003384094754653058,0.0017840947546530583,0.006768189509306266,True,2024-07
002394,2024-10-23,7.05,2024-10-24,7.03,-0.002836879432624053,-0.004436879432624052,0.007092198581560258,False,2024-10
002394,2024-10-24,7.1,2024-10-25,7.17,0.009859154929577505,0.008259154929577506,0.026760563380281748,True,2024-10
002394,2024-11-05,7.45,2024-11-06,7.49,0.005369127516778528,0.0037691275167785285,0.00671140939597313,True,2024-11
002394,2024-11-27,7.72,2024-11-28,7.68,-0.005181347150259072,-0.006781347150259072,0.01813471502590681,False,2024-11
002394,2024-11-28,7.8,2024-11-29,7.81,0.0012820512820512547,-0.00031794871794874513,0.04102564102564095,False,2024-11
002394,2024-12-09,8.05,2024-12-10,8.21,0.019875776397515543,0.018275776397515542,0.023602484472049625,True,2024-12
000036,2024-01-24,3.42,2024-01-25,3.42,0.0,-0.0015999999999999999,0.03801169590643272,False,2024-01
000036,2024-03-11,2.96,2024-03-12,2.96,0.0,-0.0015999999999999999,0.04391891891891889,False,2024-03
000036,2024-04-02,2.96,2024-04-03,2.95,-0.0033783783783783066,-0.0049783783783783064,0.0033783783783784566,False,2024-04
000036,2024-04-18,2.87,2024-04-19,2.87,0.0,-0.0015999999999999999,0.0034843205574912146,False,2024-04
000036,2024-05-16,3.31,2024-05-17,3.32,0.003021148036253712,0.001421148036253712,0.051359516616314174,True,2024-05
000036,2024-09-25,3.27,2024-09-26,3.27,0.0,-0.0015999999999999999,0.042813455657492394,False,2024-09
000036,2024-12-06,5.01,2024-12-09,5.01,0.0,-0.0015999999999999999,0.015968063872255505,False,2024-12
000036,2024-12-12,5.08,2024-12-13,5.05,-0.0059055118110236705,-0.00750551181102367,-0.0059055118110236705,False,2024-12
002969,2024-01-26,4.12,2024-01-29,4.15,0.0072815533980583125,0.005681553398058313,0.021844660194174723,True,2024-01
002969,2024-03-07,3.27,2024-03-08,3.28,0.003058103975535103,0.0014581039755351033,0.009174311926605444,True,2024-03
002969,2024-03-21,3.53,2024-03-22,3.52,-0.0028328611898016396,-0.004432861189801639,0.0,False,2024-03
002969,2024-03-29,3.51,2024-04-01,3.52,0.002849002849002915,0.0012490028490029152,0.01709401709401711,True,2024-03
002969,2024-04-24,3.36,2024-04-25,3.3,-0.017857142857142873,-0.019457142857142874,0.002976190476190545,False,2024-04
002969,2024-05-17,3.52,2024-05-20,3.52,0.0,-0.0015999999999999999,0.005681818181818187,False,2024-05
002969,2024-06-26,2.83,2024-06-27,2.83,0.0,-0.0015999999999999999,0.007067137809187285,False,2024-06
002969,2024-07-01,2.83,2024-07-02,2.84,0.003533568904593564,0.0019335689045935642,0.021201413427561856,True,2024-07
002969,2024-07-02,2.87,2024-07-03,2.88,0.0034843205574912146,0.0018843205574912147,0.017421602787456383,True,2024-07
002969,2024-07-26,2.75,2024-07-29,2.75,0.0,-0.0015999999999999999,0.021818181818181837,False,2024-07
002969,2024-07-29,2.76,2024-07-30,2.77,0.003623188405797185,0.0020231884057971853,0.025362318840579816,True,2024-07
002969,2024-08-29,2.77,2024-08-30,2.77,0.0,-0.0015999999999999999,0.025270758122743625,False,2024-08
002969,2024-11-05,3.18,2024-11-06,3.17,-0.003144654088050387,-0.004744654088050387,0.018867924528301903,False,2024-11
002969,2024-11-06,3.22,2024-11-07,3.2,-0.006211180124223607,-0.007811180124223607,0.04347826086956511,False,2024-11
002969,2024-11-20,3.3,2024-11-21,3.31,0.0030303030303031006,0.0014303030303031007,0.012121212121212133,True,2024-11
002969,2024-11-28,3.36,2024-11-29,3.33,-0.00892857142857137,-0.01052857142857137,0.017857142857142873,False,2024-11
002969,2024-11-29,3.38,2024-12-02,3.39,0.002958579881656873,0.0013585798816568733,0.026627218934911333,True,2024-11
002969,2024-12-06,3.48,2024-12-09,3.52,0.011494252873563229,0.009894252873563228,0.011494252873563229,True,2024-12
002596,2024-04-25,1.78,2024-04-26,1.78,0.0,-0.0015999999999999999,0.016853932584269676,False,2024-04
002596,2024-04-26,1.79,2024-04-29,1.79,0.0,-0.0015999999999999999,0.07262569832402228,False,2024-04
002596,2024-07-26,1.33,2024-07-29,1.34,0.0075187969924812095,0.00591879699248121,0.015037593984962419,True,2024-07
002361,2024-05-23,3.57,2024-05-24,3.5,-0.019607843137254857,-0.021207843137254857,-0.014005602240896309,False,2024-05
002361,2024-08-30,3.08,2024-09-02,3.09,0.0032467532467531776,0.0016467532467531777,0.006493506493506499,True,2024-08
002361,2024-10-18,3.48,2024-10-21,3.5,0.005747126436781614,0.0041471264367816145,0.028735632183908073,True,2024-10
002361,2024-11-05,3.99,2024-11-06,4.07,0.020050125313283224,0.018450125313283224,0.0576441102756891,True,2024-11
002361,2024-11-28,4.03,2024-11-29,4.01,-0.004962779156327658,-0.006562779156327658,0.01736972704714625,False,2024-11
002361,2024-11-29,4.09,2024-12-02,4.1,0.0024449877750610726,0.0008449877750610728,0.0733496332518337,True,2024-11
603069,2024-01-10,17.12,2024-01-11,17.12,0.0,-0.0015999999999999999,0.025700934579439116,False,2024-01
603069,2024-01-25,16.49,2024-01-26,16.47,-0.0012128562765312053,-0.002812856276531205,0.1000606428138267,False,2024-01
603069,2024-03-28,18.05,2024-03-29,17.9,-0.008310249307479343,-0.009910249307479344,-0.0011080332409972062,False,2024-03
603069,2024-04-24,16.67,2024-04-25,16.59,-0.004799040191961718,-0.006399040191961718,0.024595080983803034,False,2024-04
603069,2024-04-25,16.73,2024-04-26,16.63,-0.00597728631201443,-0.00757728631201443,0.016736401673640235,False,2024-04
603069,2024-04-26,16.87,2024-04-29,16.88,0.0005927682276228814,-0.0010072317723771184,0.025489033787788957,False,2024-04
603069,2024-06-13,16.55,2024-06-14,16.41,-0.008459214501510609,-0.010059214501510608,0.013897280966767397,False,2024-06
603069,2024-06-14,16.72,2024-06-17,16.55,-0.010167464114832426,-0.011767464114832427,-0.004784688995215209,False,2024-06
603069,2024-07-10,15.19,2024-07-11,15.36,0.011191573403554965,0.009591573403554966,0.03423304805793294,True,2024-07
603069,2024-09-20,15.29,2024-09-23,15.29,0.0,-0.0015999999999999999,0.009156311314584734,False,2024-09
603069,2024-10-18,17.26,2024-10-21,17.23,-0.0017381228273465315,-0.0033381228273465314,0.005214368482039389,False,2024-10
603069,2024-11-20,19.96,2024-11-21,19.97,0.0005010020040079164,-0.0010989979959920835,0.023046092184368778,False,2024-11
603163,2024-01-11,30.06,2024-01-12,30.06,0.0,-0.0015999999999999999,0.02062541583499671,False,2024-01
603163,2024-01-12,30.5,2024-01-15,30.5,0.0,-0.0015999999999999999,0.024918032786885296,False,2024-01
603163,2024-03-29,25.99,2024-04-01,25.97,-0.0007695267410542353,-0.002369526741054235,0.00731050404001544,False,2024-03
603163,2024-04-01,26.16,2024-04-02,26.11,-0.0019113149847095072,-0.0035113149847095073,0.0,False,2024-04
603163,2024-05-07,26.27,2024-05-08,26.33,0.002283974114959982,0.000683974114959982,0.0030452988199467777,True,2024-05
603163,2024-07-22,23.59,2024-07-23,23.72,0.0055108096651122936,0.003910809665112294,0.0055108096651122936,True,2024-07
603163,2024-08-22,21.36,2024-08-23,21.1,-0.012172284644194663,-0.013772284644194662,0.0655430711610488,False,2024-08
603163,2024-09-05,20.93,2024-09-06,20.89,-0.001911132345914914,-0.003511132345914914,0.005255613951266098,False,2024-09
603163,2024-09-18,20.72,2024-09-19,20.82,0.004826254826254895,0.003226254826254895,0.007722007722007729,True,2024-09
603163,2024-10-28,24.6,2024-10-29,24.85,0.01016260162601626,0.00856260162601626,0.01016260162601626,True,2024-10
603163,2024-11-05,23.75,2024-11-06,24.0,0.010526315789473684,0.008926315789473685,0.016842105263157835,True,2024-11
603163,2024-11-20,24.05,2024-11-21,24.1,0.0020790020790021086,0.00047900207900210875,0.0740124740124739,True,2024-11
603163,2024-12-02,25.06,2024-12-03,25.06,0.0,-0.0015999999999999999,0.009577015163607422,False,2024-12
603256,2024-03-13,6.81,2024-03-14,6.75,-0.008810572687224613,-0.010410572687224614,0.0014684287812042108,False,2024-03
603256,2024-07-29,6.55,2024-07-30,6.52,-0.0045801526717557635,-0.006180152671755763,0.01221374045801528,False,2024-07
603256,2024-07-30,6.58,2024-07-31,6.6,0.0030395136778114855,0.0014395136778114857,0.039513677811550116,True,2024-07
603256,2024-08-26,6.37,2024-08-27,6.38,0.001569858712715822,-3.0141287284177806e-05,0.001569858712715822,False,2024-08
603256,2024-11-05,8.23,2024-11-06,8.24,0.0012150668286755512,-0.0003849331713244486,0.012150668286755728,False,2024-11
001331,2024-03-29,7.6,2024-04-01,7.68,0.010526315789473694,0.008926315789473695,0.02105263157894739,True,2024-03
001331,2024-05-14,8.14,2024-05-15,8.1,-0.0049140049140050275,-0.006514004914005027,-0.0024570024570026226,False,2024-05
001331,2024-05-17,8.15,2024-05-20,8.07,-0.009815950920245406,-0.011415950920245405,0.009815950920245406,False,2024-05
001331,2024-05-28,8.1,2024-05-29,8.1,0.0,-0.0015999999999999999,0.017283950617284022,False,2024-05
001331,2024-07-22,7.49,2024-07-23,7.57,0.010680907877169568,0.009080907877169569,0.016021361815754354,True,2024-07
001331,2024-08-14,7.59,2024-08-15,7.59,0.0,-0.0015999999999999999,0.0026350461133070437,False,2024-08
001331,2024-10-25,7.84,2024-10-28,7.9,0.00765306122448986,0.00605306122448986,0.03061224489795921,True,2024-10
001331,2024-11-05,7.92,2024-11-06,7.92,0.0,-0.0015999999999999999,0.015151515151515053,False,2024-11
001331,2024-11-06,7.95,2024-11-07,7.94,-0.001257861635220099,-0.002857861635220099,0.04276729559748415,False,2024-11
001331,2024-11-28,8.58,2024-11-29,8.56,-0.002331002331002281,-0.0039310023310022806,0.0,False,2024-11
001331,2024-12-03,8.58,2024-12-04,8.55,-0.003496503496503422,-0.005096503496503422,0.015151515151515242,False,2024-12
001331,2024-12-04,8.62,2024-12-05,8.64,0.002320185614849345,0.000720185614849345,0.002320185614849345,True,2024-12
300726,2024-01-11,26.64,2024-01-12,26.57,-0.0026276276276276382,-0.0042276276276276385,0.002252252252252204,False,2024-01
300726,2024-03-11,24.44,2024-03-12,24.5,0.002454991816693892,0.000854991816693892,0.0306873977086743,True,2024-03
300726,2024-03-29,22.77,2024-04-01,22.89,0.005270092226614009,0.0036700922266140095,0.018884497145366698,True,2024-03
300726,2024-05-17,23.12,2024-05-20,23.18,0.0025951557093425053,0.0009951557093425055,0.03589965397923868,True,2024-05
300726,2024-07-10,20.7,2024-07-11,21.22,0.025120772946859885,0.023520772946859884,0.042512077294685945,True,2024-07
300726,2024-07-19,21.59,2024-07-22,21.56,-0.0013895321908291402,-0.0029895321908291403,0.0185270958777211,False,2024-07
300726,2024-07-22,21.66,2024-07-23,21.62,-0.0018467220683286772,-0.003446722068328677,0.0013850415512465899,False,2024-07
300726,2024-08-07,22.22,2024-08-08,22.11,-0.004950495049504925,-0.006550495049504925,0.0040504050405040445,False,2024-08
300726,2024-09-19,21.19,2024-09-20,21.39,0.009438414346389772,0.007838414346389773,0.07692307692307687,True,2024-09
300726,2024-11-20,31.71,2024-11-21,31.55,-0.00504572690003154,-0.00664572690003154,0.00504572690003154,False,2024-11
300726,2024-12-06,32.24,2024-12-09,32.25,0.0003101736972704097,-0.00128982630272959,0.0012406947890818594,False,2024-12
300726,2024-12-19,31.32,2024-12-20,31.3,-0.0006385696040868318,-0.002238569604086832,0.025542784163473727,False,2024-12
603203,2024-03-01,20.46,2024-03-04,20.44,-0.0009775171065493438,-0.0025775171065493437,0.010752688172042954,False,2024-03
603203,2024-03-29,18.47,2024-04-01,18.77,0.016242555495397982,0.014642555495397981,0.0400649702219817,True,2024-03
603203,2024-05-17,20.6,2024-05-20,20.73,0.0063106796116504365,0.004710679611650437,0.012621359223300873,True,2024-05
603203,2024-05-30,20.7,2024-05-31,20.69,-0.00048309178743951745,-0.0020830917874395173,0.025603864734299573,False,2024-05
603203,2024-06-26,22.16,2024-06-27,22.14,-0.0009025270758122551,-0.002502527075812255,0.042870036101083,False,2024-06
603203,2024-11-14,24.05,2024-11-15,23.83,-0.009147609147609247,-0.010747609147609246,0.027027027027026966,False,2024-11
002163,2024-01-10,8.74,2024-01-11,8.69,-0.005720823798627084,-0.0073208237986270835,0.013729977116704716,False,2024-01
002163,2024-01-25,8.35,2024-01-26,8.36,0.0011976047904191363,-0.00040239520958086357,0.10059880239520957,False,2024-01
002163,2024-02-22,7.92,2024-02-23,7.92,0.0,-0.0015999999999999999,0.013888888888888817,False,2024-02
002163,2024-02-23,8.01,2024-02-26,8.0,-0.001248439450686615,-0.002848439450686615,0.009987515605493142,False,2024-02
002163,2024-03-12,8.32,2024-03-13,8.32,0.0,-0.0015999999999999999,0.007211538461538521,False,2024-03
002163,2024-03-18,8.5,2024-03-19,8.48,-0.002352941176470538,-0.003952941176470538,0.002352941176470538,False,2024-03
002163,2024-05-15,7.18,2024-05-16,7.19,0.001392757660167225,-0.00020724233983277483,0.034818941504178275,False,2024-05
002163,2024-07-02,5.56,2024-07-03,5.56,0.0,-0.0015999999999999999,0.05755395683453243,False,2024-07
002163,2024-07-26,5.42,2024-07-29,5.41,-0.0018450184501844625,-0.0034450184501844624,0.011070110701107102,False,2024-07
002163,2024-09-24,6.11,2024-09-25,6.13,0.0032733224222585224,0.0016733224222585225,0.037643207855973734,True,2024-09
002163,2024-11-27,9.15,2024-11-28,9.15,0.0,-0.0015999999999999999,0.05683060109289612,False,2024-11
002643,2024-02-22,13.94,2024-02-23,13.93,-0.0007173601147776031,-0.002317360114777603,0.00286944045911054,False,2024-02
002643,2024-03-12,14.67,2024-03-13,14.68,0.0006816632583503604,-0.0009183367416496394,0.007498295841854085,False,2024-03
002643,2024-03-18,14.75,2024-03-19,14.6,-0.010169491525423752,-0.011769491525423753,-0.004745762711864426,False,2024-03
002643,2024-05-30,11.34,2024-05-31,11.28,-0.005291005291005335,-0.006891005291005335,0.0114638447971782,False,2024-05
002643,2024-06-18,11.15,2024-06-19,11.15,0.0,-0.0015999999999999999,0.007174887892376688,False,2024-06
002643,2024-07-26,8.87,2024-07-29,8.9,0.0033821871476889674,0.0017821871476889676,0.013528748590755469,True,2024-07
002643,2024-09-04,8.38,2024-09-05,8.44,0.007159904534606052,0.005559904534606052,0.011933174224343632,True,2024-09
002643,2024-09-11,7.91,2024-09-12,7.91,0.0,-0.0015999999999999999,0.015170670037926576,False,2024-09
002643,2024-11-29,10.64,2024-12-02,10.68,0.003759398496240521,0.002159398496240521,0.06484962406015032,True,2024-11
601208,2024-03-01,10.54,2024-03-04,10.55,0.0009487666034157081,-0.0006512333965842918,0.024667931688804705,False,2024-03
601208,2024-03-04,10.65,2024-03-05,10.71,0.005633802816901455,0.004033802816901455,0.005633802816901455,True,2024-03
601208,2024-04-10,8.23,2024-04-11,8.18,-0.006075334143377972,-0.007675334143377972,0.03280680437424053,False,2024-04
601208,2024-04-11,8.37,2024-04-12,8.37,0.0,-0.0015999999999999999,0.05256869772998821,False,2024-04
601208,2024-06-11,7.26,2024-06-12,7.27,0.00137741046831953,-0.00022258953168046987,0.02203856749311297,False,2024-06
601208,2024-06-12,7.31,2024-06-13,7.32,0.0013679890560876437,-0.0002320109439123562,0.009575923392612899,False,2024-06
601208,2024-06-26,7.47,2024-06-27,7.41,-0.008032128514056172,-0.009632128514056173,-0.004016064257028027,False,2024-06
601208,2024-07-26,6.4,2024-07-29,6.43,0.0046874999999999,0.0030874999999999002,0.0062500000000000056,True,2024-07
601208,2024-08-07,6.4,2024-08-08,6.36,-0.0062500000000000056,-0.007850000000000006,0.0031249999999999334,False,2024-08
