symbol,name,momentum,close,ma5,last_4_closes_sum,rps
688191,智洋创新,0.2811594202898552,30.94,30.894,123.33,78.52551984877127
000617,中油资本,0.28111888111888106,9.16,9.09,36.39,78.50661625708885
301191,菲菱科思,0.2807264206209726,109.31,104.402,420.68,78.48771266540643
000418,小天鹅A,0.28045515394912984,57.39,55.802,224.51,78.46880907372402
000015,PT中浩A,0.28037383177570097,6.85,6.454000000000001,26.36,78.44990548204159
603077,和邦生物,0.28000000000000014,2.24,2.2199999999999998,8.92,78.43100189035917
601318,中国平安,0.27999999999999997,70.08,68.784,275.87,78.40264650283554
002108,沧州明珠,0.27999999999999997,4.8,4.836,19.330000000000002,78.40264650283554
600029,南方航空,0.2798634812286689,7.5,7.586,30.439999999999998,78.3742911153119
003009,中天火箭,0.2796402289452167,62.6,61.032000000000004,247.03,78.35538752362949
300692,中环环保,0.2795031055900621,8.24,8.389999999999999,33.449999999999996,78.33648393194707
300005,探路者,0.2792899408284025,10.81,10.498000000000001,42.44,78.31758034026464
601279,英利汽车,0.27918781725888325,5.04,5.144,20.54,78.29867674858222
002091,江苏国泰,0.2790368271954674,9.03,8.92,35.800000000000004,78.27977315689981
920690,捷众科技,0.2790240062967336,32.5,31.996,128.23,78.26086956521739
605055,迎丰股份,0.27846364883401925,9.32,9.686,38.540000000000006,78.24196597353497
000551,创元科技,0.2782931354359926,13.78,12.026,48.96,78.22306238185254
300087,荃银高科,0.27827050997782704,11.53,11.412,45.75,78.20415879017013
688017,绿的谐波,0.27805749553353903,157.38,155.458,622.63,78.18525519848771
688003,天准科技,0.2776793622674935,57.7,57.408,230.3,78.16635160680529
000751,锌业股份,0.277602523659306,4.05,3.9619999999999997,16.05,78.14744801512288
603861,白云电器,0.2772073921971252,12.44,11.693999999999999,47.08,78.12854442344045
301234,五洲医疗,0.27695693178245834,40.62,42.274,167.37,78.10964083175803
600237,铜峰电子,0.27685950413223137,9.27,8.99,35.94,78.09073724007561
300740,水羊股份,0.2767593140153755,21.59,21.970000000000002,87.41,78.0718336483932
601615,明阳智能,0.27674624226348354,14.44,13.994,56.029999999999994,78.05293005671078
603500,祥和实业,0.2765486725663717,11.54,11.5,46.339999999999996,78.03402646502835
001216,华瓷股份,0.2765011119347664,17.22,17.198,69.07,78.01512287334593
920445,龙竹科技,0.2761341222879683,12.94,12.522,50.3,77.99621928166351
688385,复旦微电,0.2761223678982914,64.24,64.622,260.40999999999997,77.9773156899811
603025,大豪科技,0.27601156069364163,17.66,17.306,69.53,77.95841209829868
600868,梅雁吉祥,0.27598566308243727,3.56,3.62,14.450000000000001,77.93950850661626
601519,大智慧,0.2757242757242757,12.77,12.95,51.5,77.92060491493383
603938,三孚股份,0.27557411273486426,18.33,17.524,70.36,77.90170132325142
603013,亚普股份,0.2755220417633411,21.99,21.906,88.14999999999999,77.882797731569
603816,顾家家居,0.2753322259136214,30.71,30.816000000000003,123.27000000000001,77.86389413988658
002278,神开股份,0.27529923830250286,11.72,11.516,46.33,77.84499054820417
001218,丽臣实业,0.2750139742873112,22.81,22.578,90.88,77.82608695652173
300935,盈建科,0.2742998352553542,30.94,31.378000000000004,126.13,77.80718336483932
301056,森赫股份,0.2742248062015504,13.15,11.478,46.76,77.7882797731569
300368,汇金股份,0.2740937223695844,14.41,14.602,58.21000000000001,77.76937618147448
603367,辰欣药业,0.2740213523131671,17.9,17.896000000000004,71.78999999999999,77.75047258979207
601619,嘉泽新能,0.27401129943502817,4.51,4.5120000000000005,18.08,77.73156899810965
600509,天富能源,0.27370030581039756,8.33,8.372,33.46,77.71266540642722
600058,五矿发展,0.27367055771725035,9.82,9.761999999999999,39.400000000000006,77.6937618147448
600298,安琪酵母,0.2735527809307605,44.88,43.778,177.21,77.67485822306239
688507,索辰科技,0.2734806629834253,92.2,91.07399999999998,368.36999999999995,77.65595463137997
600284,浦东建设,0.27342549923195075,8.29,8.040000000000001,32.39,77.63705103969755
603536,惠发食品,0.2732123799359659,11.93,11.946,48.089999999999996,77.61814744801512
002546,新联电子,0.2728937728937729,6.95,6.844000000000001,27.48,77.5992438563327
002171,楚江新材,0.2726337448559669,12.37,12.117999999999999,48.62,77.58034026465029
002472,双环传动,0.2721712538226299,41.6,41.059999999999995,164.89,77.56143667296786
603115,海星股份,0.2712328767123287,18.56,18.352,73.71,77.54253308128544
301095,广立微,0.27109515260323147,70.8,68.69200000000001,275.65000000000003,77.52362948960302
000017,深中华A,0.2710566615620215,8.3,8.209999999999999,33.49,77.50472589792061
600438,通威股份,0.27070457354758953,20.56,20.828,82.96000000000001,77.48582230623818
301100,风光股份,0.2707024557395773,22.25,22.802,91.05,77.46691871455576
002562,兄弟科技,0.2705410821643286,6.34,6.32,25.330000000000002,77.44801512287334
603499,翔港科技,0.27028714107365803,20.35,19.394,77.85,77.42911153119093
